date_updated,state,start_date,legend,curr_date,month,end_date,tot_cases,new_cases,abs_new_cases,tot_deaths,new_deaths,abs_new_deaths,new_historic_cases,new_historic_deaths,state_full,region,abbreviaton_map,states_map,Region_map,region_cumulative_cases,region_new_cases_per_week,region_cumulative_deaths,region_deaths_per_week
12/8/2022,AK,12/1/2022,"Dec 1, 2022",1-Dec-22,22-Dec,12/7/2022,287057,496,98,1399,0,0,0,0,Alaska,West,,,,22578471,87291,205115,290
12/15/2022,AK,12/8/2022,"Dec 8, 2022",8-Dec-22,22-Dec,12/14/2022,287411,354,142,1399,0,0,0,0,Alaska,West,,,,22710804,89256,205673,558
12/22/2022,AK,12/15/2022,"Dec 15, 2022",15-Dec-22,22-Dec,12/21/2022,287791,380,26,1418,19,19,0,0,Alaska,West,,,,22820577,132333,206233,560
12/29/2022,AK,12/22/2022,"Dec 22, 2022",22-Dec-22,22-Dec,12/28/2022,288123,332,48,1418,0,19,0,0,Alaska,West,,,,22943702,109773,206932,699
1/5/2023,AK,12/29/2022,"Dec 29, 2022",29-Dec-22,23-Jan,1/4/2023,288494,371,39,1418,0,0,0,0,Alaska,West,,,,23025265,123125,207545,613
1/12/2023,AK,1/5/2023,"Jan 5, 2023",5-Jan-23,23-Jan,1/11/2023,288964,470,99,1418,0,0,0,0,Alaska,West,,,,23110954,81563,208212,667
1/19/2023,AK,1/12/2023,"Jan 12, 2023",12-Jan-23,23-Jan,1/18/2023,289613,649,179,1418,0,0,0,0,Alaska,West,,,,23183482,85689,209096,884
1/26/2023,AK,1/19/2023,"Jan 19, 2023",19-Jan-23,23-Jan,1/25/2023,290267,654,5,1436,18,18,0,0,Alaska,West,,,,23232446,72528,209914,818
2/2/2023,AK,1/26/2023,"Jan 26, 2023",26-Jan-23,23-Feb,2/1/2023,291060,793,139,1436,0,18,0,0,Alaska,West,,,,23277475,48964,210646,732
2/9/2023,AK,2/2/2023,"Feb 2, 2023",2-Feb-23,23-Feb,2/8/2023,291752,692,101,1436,0,0,0,0,Alaska,West,,,,23323410,45029,211244,615
2/16/2023,AK,2/9/2023,"Feb 9, 2023",9-Feb-23,23-Feb,2/15/2023,292538,786,94,1436,0,0,0,0,Alaska,West,,,,23371795,45935,211807,563
2/23/2023,AK,2/16/2023,"Feb 16, 2023",16-Feb-23,23-Feb,2/22/2023,293313,775,11,1449,13,13,0,0,Alaska,West,,,,23420613,48385,212328,521
3/2/2023,AK,2/23/2023,"Feb 23, 2023",23-Feb-23,23-Mar,3/1/2023,293761,448,327,1449,0,13,0,0,Alaska,West,,,,23489882,48818,212746,418
3/9/2023,AK,3/2/2023,"Mar 2, 2023",2-Mar-23,23-Mar,3/8/2023,294343,582,134,1449,0,0,0,0,Alaska,West,,,,23538368,46119,213166,420
3/16/2023,AK,3/9/2023,"Mar 9, 2023",9-Mar-23,23-Mar,3/15/2023,294791,448,134,1449,0,0,0,0,Alaska,West,,,,23580635,48486,213618,452
3/23/2023,AK,3/16/2023,"Mar 16, 2023",16-Mar-23,23-Mar,3/22/2023,295287,496,48,1449,0,0,0,0,Alaska,West,,,,23622121,42267,214043,425
3/30/2023,AK,3/23/2023,"Mar 23, 2023",23-Mar-23,23-Mar,3/29/2023,295801,514,18,1468,19,19,0,0,Alaska,West,,,,23656585,41139,214465,422
4/6/2023,AK,3/30/2023,"Mar 30, 2023",30-Mar-23,23-Apr,4/5/2023,296202,401,113,1468,0,19,0,0,Alaska,West,,,,23690705,34464,214897,432
4/13/2023,AK,4/6/2023,"Apr 6, 2023",6-Apr-23,23-Apr,4/12/2023,296560,358,43,1468,0,0,0,0,Alaska,West,,,,23719285,34120,215201,304
4/20/2023,AK,4/13/2023,"Apr 13, 2023",13-Apr-23,23-Apr,4/19/2023,296921,361,3,1468,0,0,0,0,Alaska,West,,,,23744981,28580,215533,332
4/27/2023,AK,4/20/2023,"Apr 20, 2023",20-Apr-23,23-Apr,4/26/2023,297201,280,81,1468,0,0,0,0,Alaska,West,,,,23771734,25696,215846,313
5/4/2023,AK,4/27/2023,"Apr 27, 2023",27-Apr-23,23-May,5/3/2023,297389,188,92,1468,0,0,0,0,Alaska,West,,,,23797332,26753,216060,214
5/11/2023,AK,5/4/2023,"May 4, 2023",4-May-23,23-May,5/10/2023,297588,199,11,1468,0,0,0,0,Alaska,West,,,,23820277,25598,216387,327
1/23/2020,AL,1/16/2020,"Jan 16, 2020",16-Jan-20,20-Jan,1/22/2020,0,0,0,0,0,0,0,0,Alabama,South,,,,23839443,22945,216613,226
1/30/2020,AL,1/23/2020,"Jan 23, 2020",23-Jan-20,20-Jan,1/29/2020,0,0,0,0,0,0,0,0,Alabama,South,,,,5,19166,0,0
2/6/2020,AL,1/30/2020,"Jan 30, 2020",30-Jan-20,20-Feb,2/5/2020,0,0,0,0,0,0,0,0,Alabama,South,,,,5,5,0,0
2/13/2020,AL,2/6/2020,"Feb 6, 2020",6-Feb-20,20-Feb,2/12/2020,0,0,0,0,0,0,0,0,Alabama,South,,,,10,0,0,0
2/20/2020,AL,2/13/2020,"Feb 13, 2020",13-Feb-20,20-Feb,2/19/2020,0,0,0,0,0,0,0,0,Alabama,South,,,,14,5,0,0
2/27/2020,AL,2/20/2020,"Feb 20, 2020",20-Feb-20,20-Feb,2/26/2020,0,0,0,0,0,0,0,0,Alabama,South,,,,16,4,0,0
3/5/2020,AL,2/27/2020,"Feb 27, 2020",27-Feb-20,20-Mar,3/4/2020,0,0,0,0,0,0,0,0,Alabama,South,,,,21,2,0,0
3/12/2020,AL,3/5/2020,"Mar 5, 2020",5-Mar-20,20-Mar,3/11/2020,3,3,3,0,0,0,0,0,Alabama,South,,,,24,5,0,0
3/19/2020,AL,3/12/2020,"Mar 12, 2020",12-Mar-20,20-Mar,3/18/2020,61,58,55,0,0,0,0,0,Alabama,South,,,,140,3,2,2
3/26/2020,AL,3/19/2020,"Mar 19, 2020",19-Mar-20,20-Mar,3/25/2020,472,411,353,1,1,1,0,0,Alabama,South,,,,1324,116,29,27
4/2/2020,AL,3/26/2020,"Mar 26, 2020",26-Mar-20,20-Apr,4/1/2020,1175,703,292,26,25,24,0,0,Alabama,South,,,,9313,1184,210,181
4/9/2020,AL,4/2/2020,"Apr 2, 2020",2-Apr-20,20-Apr,4/8/2020,2614,1439,736,65,39,14,0,0,Alabama,South,,,,31947,7989,859,649
4/16/2020,AL,4/9/2020,"Apr 9, 2020",9-Apr-20,20-Apr,4/15/2020,4307,1693,254,110,45,6,0,0,Alabama,South,,,,74664,22634,2353,1494
4/23/2020,AL,4/16/2020,"Apr 16, 2020",16-Apr-20,20-Apr,4/22/2020,5692,1385,308,193,83,38,0,0,Alabama,South,,,,115881,42717,4308,1955
4/30/2020,AL,4/23/2020,"Apr 23, 2020",23-Apr-20,20-Apr,4/29/2020,6979,1287,98,255,62,21,0,0,Alabama,South,,,,158331,41217,6645,2337
5/7/2020,AL,4/30/2020,"Apr 30, 2020",30-Apr-20,20-May,5/6/2020,8769,1790,503,341,86,24,0,0,Alabama,South,,,,202783,42450,8983,2338
5/14/2020,AL,5/7/2020,"May 7, 2020",7-May-20,20-May,5/13/2020,10822,2053,263,448,107,21,0,0,Alabama,South,,,,251342,44452,11310,2327
5/21/2020,AL,5/14/2020,"May 14, 2020",14-May-20,20-May,5/20/2020,13186,2364,311,522,74,33,0,0,Alabama,South,,,,297865,48559,13428,2118
5/28/2020,AL,5/21/2020,"May 21, 2020",21-May-20,20-May,5/27/2020,16263,3077,713,583,61,13,0,0,Alabama,South,,,,348109,46523,15429,2001
6/4/2020,AL,5/28/2020,"May 28, 2020",28-May-20,20-Jun,6/3/2020,18954,2691,386,650,67,6,0,0,Alabama,South,,,,398475,50244,17230,1801
6/11/2020,AL,6/4/2020,"Jun 4, 2020",4-Jun-20,20-Jun,6/10/2020,22659,3705,1014,742,92,25,0,0,Alabama,South,,,,453546,50366,18974,1744
6/18/2020,AL,6/11/2020,"Jun 11, 2020",11-Jun-20,20-Jun,6/17/2020,27941,5282,1577,787,45,47,0,0,Alabama,South,,,,524626,55071,20547,1573
6/25/2020,AL,6/18/2020,"Jun 18, 2020",18-Jun-20,20-Jun,6/24/2020,32878,4937,345,886,99,54,0,0,Alabama,South,,,,601436,71080,21989,1442
7/2/2020,AL,6/25/2020,"Jun 25, 2020",25-Jun-20,20-Jul,7/1/2020,39647,6769,1832,974,88,11,0,0,Alabama,South,,,,706592,76810,23418,1429
7/9/2020,AL,7/2/2020,"Jul 2, 2020",2-Jul-20,20-Jul,7/8/2020,48149,8502,1733,1058,84,4,0,0,Alabama,South,,,,865358,105156,24988,1570
7/16/2020,AL,7/9/2020,"Jul 9, 2020",9-Jul-20,20-Jul,7/15/2020,60194,12045,3543,1210,152,68,0,0,Alabama,South,,,,1064359,158766,26914,1926
7/23/2020,AL,7/16/2020,"Jul 16, 2020",16-Jul-20,20-Jul,7/22/2020,72594,12400,355,1364,154,2,0,0,Alabama,South,,,,1313171,199001,29562,2648
7/30/2020,AL,7/23/2020,"Jul 23, 2020",23-Jul-20,20-Jul,7/29/2020,84652,12058,342,1539,175,21,0,0,Alabama,South,,,,1582622,248812,33084,3522
8/6/2020,AL,7/30/2020,"Jul 30, 2020",30-Jul-20,20-Aug,8/5/2020,95323,10671,1387,1694,155,20,0,0,Alabama,South,,,,1844706,269451,37881,4797
8/13/2020,AL,8/6/2020,"Aug 6, 2020",6-Aug-20,20-Aug,8/12/2020,104219,8896,1775,1879,185,30,0,0,Alabama,South,,,,2089431,262084,42465,4584
8/20/2020,AL,8/13/2020,"Aug 13, 2020",13-Aug-20,20-Aug,8/19/2020,111696,7477,1419,1942,63,122,0,0,Alabama,South,,,,2320160,244725,46907,4442
8/27/2020,AL,8/20/2020,"Aug 20, 2020",20-Aug-20,20-Aug,8/26/2020,119904,8208,731,2043,101,38,0,0,Alabama,South,,,,2511250,230729,51265,4358
9/3/2020,AL,8/27/2020,"Aug 27, 2020",27-Aug-20,20-Sep,9/2/2020,128240,8336,128,2211,168,67,0,0,Alabama,South,,,,2661819,191090,55236,3971
9/10/2020,AL,9/3/2020,"Sep 3, 2020",3-Sep-20,20-Sep,9/9/2020,134061,5821,2515,2281,70,98,0,0,Alabama,South,,,,2801884,150569,58888,3652
9/17/2020,AL,9/10/2020,"Sep 10, 2020",10-Sep-20,20-Sep,9/16/2020,140423,6362,541,2386,105,35,0,0,Alabama,South,,,,2926751,140065,61719,2831
9/24/2020,AL,9/17/2020,"Sep 17, 2020",17-Sep-20,20-Sep,9/23/2020,146897,6474,112,2465,79,26,0,0,Alabama,South,,,,3064090,124867,65242,3523
10/1/2020,AL,9/24/2020,"Sep 24, 2020",24-Sep-20,20-Oct,9/30/2020,154772,7875,1401,2530,65,14,0,0,Alabama,South,,,,3199657,137339,68154,2912
10/8/2020,AL,10/1/2020,"Oct 1, 2020",1-Oct-20,20-Oct,10/7/2020,161085,6313,1562,2602,72,7,0,0,Alabama,South,,,,3323808,135567,70942,2788
10/15/2020,AL,10/8/2020,"Oct 8, 2020",8-Oct-20,20-Oct,10/14/2020,168620,7535,1222,2706,104,32,0,0,Alabama,South,,,,3450049,124151,73533,2591
10/22/2020,AL,10/15/2020,"Oct 15, 2020",15-Oct-20,20-Oct,10/21/2020,176605,7985,450,2826,120,16,0,0,Alabama,South,,,,3584878,126241,76151,2618
10/29/2020,AL,10/22/2020,"Oct 22, 2020",22-Oct-20,20-Oct,10/28/2020,188775,12170,4185,2909,83,37,0,0,Alabama,South,,,,3738031,134829,78751,2600
11/5/2020,AL,10/29/2020,"Oct 29, 2020",29-Oct-20,20-Nov,11/4/2020,198927,10152,2018,3003,94,11,0,0,Alabama,South,,,,3923834,153153,81307,2556
11/12/2020,AL,11/5/2020,"Nov 5, 2020",5-Nov-20,20-Nov,11/11/2020,208637,9710,442,3198,195,101,0,0,Alabama,South,,,,4139355,185803,84356,3049
11/19/2020,AL,11/12/2020,"Nov 12, 2020",12-Nov-20,20-Nov,11/18/2020,223488,14851,5141,3343,145,50,0,0,Alabama,South,,,,4385488,215521,87367,3011
11/26/2020,AL,11/19/2020,"Nov 19, 2020",19-Nov-20,20-Nov,11/25/2020,239318,15830,979,3528,185,40,0,0,Alabama,South,,,,4691318,246133,90728,3361
12/3/2020,AL,11/26/2020,"Nov 26, 2020",26-Nov-20,20-Dec,12/2/2020,256828,17510,1680,3708,180,5,0,0,Alabama,South,,,,5066380,305830,94810,4082
12/10/2020,AL,12/3/2020,"Dec 3, 2020",3-Dec-20,20-Dec,12/9/2020,280187,23359,5849,3982,274,94,0,0,Alabama,South,,,,5449412,375062,98557,3747
12/17/2020,AL,12/10/2020,"Dec 10, 2020",10-Dec-20,20-Dec,12/16/2020,305640,25453,2094,4196,214,60,0,0,Alabama,South,,,,5912012,383032,103723,5166
12/24/2020,AL,12/17/2020,"Dec 17, 2020",17-Dec-20,20-Dec,12/23/2020,334569,28929,3476,4585,389,175,0,0,Alabama,South,,,,6445603,462600,109294,5571
12/31/2020,AL,12/24/2020,"Dec 24, 2020",24-Dec-20,20-Dec,12/30/2020,356820,22251,6678,4774,189,200,0,0,Alabama,South,,,,6999440,533591,115642,6348
1/7/2021,AL,12/31/2020,"Dec 31, 2020",31-Dec-20,21-Jan,1/6/2021,384185,27365,5114,4987,213,24,0,0,Alabama,South,,,,7492248,553837,121169,5527
1/14/2021,AL,1/7/2021,"Jan 7, 2021",7-Jan-21,21-Jan,1/13/2021,410996,26811,554,5752,765,552,0,0,Alabama,South,,,,8128601,492808,127631,6462
1/21/2021,AL,1/14/2021,"Jan 14, 2021",14-Jan-21,21-Jan,1/20/2021,429655,18659,8152,6281,529,236,0,0,Alabama,South,,,,8793660,636353,136249,8618
1/28/2021,AL,1/21/2021,"Jan 21, 2021",21-Jan-21,21-Jan,1/27/2021,449087,19432,773,7169,888,359,0,0,Alabama,South,,,,9369227,665059,144945,8696
2/4/2021,AL,1/28/2021,"Jan 28, 2021",28-Jan-21,21-Feb,2/3/2021,465061,15974,3458,8201,1032,144,0,0,Alabama,South,,,,9854161,575567,154338,9393
2/11/2021,AL,2/4/2021,"Feb 4, 2021",4-Feb-21,21-Feb,2/10/2021,476015,10954,5020,8888,687,345,0,0,Alabama,South,,,,10267894,484934,163646,9308
2/18/2021,AL,2/11/2021,"Feb 11, 2021",11-Feb-21,21-Feb,2/17/2021,483177,7162,3792,9347,459,228,0,0,Alabama,South,,,,10607382,413733,171706,8060
2/25/2021,AL,2/18/2021,"Feb 18, 2021",18-Feb-21,21-Feb,2/24/2021,490165,6988,174,9741,394,65,0,0,Alabama,South,,,,10849186,339488,177590,5884
3/4/2021,AL,2/25/2021,"Feb 25, 2021",25-Feb-21,21-Mar,3/3/2021,497144,6979,9,10026,285,109,0,0,Alabama,South,,,,11046161,241804,183508,5918
3/11/2021,AL,3/4/2021,"Mar 4, 2021",4-Mar-21,21-Mar,3/10/2021,501400,4256,2723,10219,193,92,0,0,Alabama,South,,,,11243370,196975,189858,6350
3/18/2021,AL,3/11/2021,"Mar 11, 2021",11-Mar-21,21-Mar,3/17/2021,509465,8065,3809,10360,141,52,0,0,Alabama,South,,,,11393564,197209,194084,4226
3/25/2021,AL,3/18/2021,"Mar 18, 2021",18-Mar-21,21-Mar,3/24/2021,512669,3204,4861,10481,121,20,0,0,Alabama,South,,,,11531756,150194,197462,3378
4/1/2021,AL,3/25/2021,"Mar 25, 2021",25-Mar-21,21-Apr,3/31/2021,515353,2684,520,10547,66,55,0,0,Alabama,South,,,,11666476,138192,200621,3159
4/8/2021,AL,4/1/2021,"Apr 1, 2021",1-Apr-21,21-Apr,4/7/2021,517448,2095,589,10650,103,37,0,0,Alabama,South,,,,11803656,134720,203196,2575
4/15/2021,AL,4/8/2021,"Apr 8, 2021",8-Apr-21,21-Apr,4/14/2021,520759,3311,1216,10725,75,28,0,0,Alabama,South,,,,11935259,137180,207040,3844
4/22/2021,AL,4/15/2021,"Apr 15, 2021",15-Apr-21,21-Apr,4/21/2021,524305,3546,235,10799,74,1,0,0,Alabama,South,,,,12080995,131603,208920,1880
4/29/2021,AL,4/22/2021,"Apr 22, 2021",22-Apr-21,21-Apr,4/28/2021,527085,2780,766,10876,77,3,0,0,Alabama,South,,,,12227214,145736,210765,1845
5/6/2021,AL,4/29/2021,"Apr 29, 2021",29-Apr-21,21-May,5/5/2021,529459,2374,406,10928,52,25,0,0,Alabama,South,,,,12355918,146219,212636,1871
5/13/2021,AL,5/6/2021,"May 6, 2021",6-May-21,21-May,5/12/2021,531748,2289,85,10993,65,13,0,0,Alabama,South,,,,12475623,128704,214321,1685
5/20/2021,AL,5/13/2021,"May 13, 2021",13-May-21,21-May,5/19/2021,540890,9142,6853,11040,47,18,0,0,Alabama,South,,,,12571486,119705,215863,1542
5/27/2021,AL,5/20/2021,"May 20, 2021",20-May-21,21-May,5/26/2021,542828,1938,7204,11132,92,45,0,0,Alabama,South,,,,12657334,95863,217326,1463
6/3/2021,AL,5/27/2021,"May 27, 2021",27-May-21,21-Jun,6/2/2021,544588,1760,178,11161,29,63,0,0,Alabama,South,,,,12720639,85848,219124,1798
6/10/2021,AL,6/3/2021,"Jun 3, 2021",3-Jun-21,21-Jun,6/9/2021,546829,2241,481,11241,80,51,0,0,Alabama,South,,,,12771783,63305,221039,1915
6/17/2021,AL,6/10/2021,"Jun 10, 2021",10-Jun-21,21-Jun,6/16/2021,548305,1476,765,11280,39,41,0,0,Alabama,South,,,,12814617,51144,221963,924
6/24/2021,AL,6/17/2021,"Jun 17, 2021",17-Jun-21,21-Jun,6/23/2021,549396,1091,385,11318,38,1,0,0,Alabama,South,,,,12854994,42834,223070,1107
7/1/2021,AL,6/24/2021,"Jun 24, 2021",24-Jun-21,21-Jul,6/30/2021,550979,1583,492,11350,32,6,0,0,Alabama,South,,,,12894100,40377,223988,918
7/8/2021,AL,7/1/2021,"Jul 1, 2021",1-Jul-21,21-Jul,7/7/2021,552911,1932,349,11386,36,4,0,0,Alabama,South,,,,12941838,39106,224770,782
7/15/2021,AL,7/8/2021,"Jul 8, 2021",8-Jul-21,21-Jul,7/14/2021,556613,3702,1770,11426,40,4,0,0,Alabama,South,,,,13019942,47738,225543,773
7/22/2021,AL,7/15/2021,"Jul 15, 2021",15-Jul-21,21-Jul,7/21/2021,563944,7331,3629,11459,33,7,0,0,Alabama,South,,,,13180869,78104,226372,829
7/29/2021,AL,7/22/2021,"Jul 22, 2021",22-Jul-21,21-Jul,7/28/2021,577463,13519,6188,11508,49,16,0,0,Alabama,South,,,,13336601,160927,227369,997
8/5/2021,AL,7/29/2021,"Jul 29, 2021",29-Jul-21,21-Aug,8/4/2021,595816,18353,4834,11560,52,3,0,0,Alabama,South,,,,13607852,155732,228644,1275
8/12/2021,AL,8/5/2021,"Aug 5, 2021",5-Aug-21,21-Aug,8/11/2021,619752,23936,5583,11689,129,77,0,0,Alabama,South,,,,14012641,271251,230341,1697
8/19/2021,AL,8/12/2021,"Aug 12, 2021",12-Aug-21,21-Aug,8/18/2021,645851,26099,2163,11872,183,54,0,0,Alabama,South,,,,14510030,404789,233423,3082
8/26/2021,AL,8/19/2021,"Aug 19, 2021",19-Aug-21,21-Aug,8/25/2021,665653,19802,6297,12000,128,55,0,0,Alabama,South,,,,15096917,497389,237305,3882
9/2/2021,AL,8/26/2021,"Aug 26, 2021",26-Aug-21,21-Sep,9/1/2021,704420,38767,18965,12292,292,164,0,0,Alabama,South,,,,15702314,586887,242200,4895
9/9/2021,AL,9/2/2021,"Sep 2, 2021",2-Sep-21,21-Sep,9/8/2021,732154,27734,11033,12487,195,97,0,0,Alabama,South,,,,16370261,605397,248850,6650
9/16/2021,AL,9/9/2021,"Sep 9, 2021",9-Sep-21,21-Sep,9/15/2021,757893,25739,1995,12784,297,102,0,0,Alabama,South,,,,16990894,667947,256045,7195
9/23/2021,AL,9/16/2021,"Sep 16, 2021",16-Sep-21,21-Sep,9/22/2021,778549,20656,5083,13665,881,584,0,0,Alabama,South,,,,17533260,620633,264888,8843
9/30/2021,AL,9/23/2021,"Sep 23, 2021",23-Sep-21,21-Sep,9/29/2021,794773,16224,4432,14200,535,346,0,0,Alabama,South,,,,17951797,542366,274216,9328
10/7/2021,AL,9/30/2021,"Sep 30, 2021",30-Sep-21,21-Oct,10/6/2021,804251,9478,6746,14612,412,123,0,0,Alabama,South,,,,18297141,418537,282876,8660
10/14/2021,AL,10/7/2021,"Oct 7, 2021",7-Oct-21,21-Oct,10/13/2021,810500,6249,3229,14979,367,45,0,0,Alabama,South,,,,18556284,345344,290473,7597
10/21/2021,AL,10/14/2021,"Oct 14, 2021",14-Oct-21,21-Oct,10/20/2021,815998,5498,751,15308,329,38,0,0,Alabama,South,,,,18764215,259143,296753,6280
10/28/2021,AL,10/21/2021,"Oct 21, 2021",21-Oct-21,21-Oct,10/27/2021,828643,12645,7147,15432,124,205,0,0,Alabama,South,,,,18922386,207931,303593,6840
11/4/2021,AL,10/28/2021,"Oct 28, 2021",28-Oct-21,21-Nov,11/3/2021,833481,4838,7807,15668,236,112,0,0,Alabama,South,,,,19062649,158171,308133,4540
11/11/2021,AL,11/4/2021,"Nov 4, 2021",4-Nov-21,21-Nov,11/10/2021,837339,3858,980,15910,242,6,0,0,Alabama,South,,,,19176574,140263,311955,3822
11/18/2021,AL,11/11/2021,"Nov 11, 2021",11-Nov-21,21-Nov,11/17/2021,840934,3595,263,16020,110,132,0,0,Alabama,South,,,,19288735,113925,315298,3343
11/25/2021,AL,11/18/2021,"Nov 18, 2021",18-Nov-21,21-Nov,11/24/2021,844206,3272,323,16099,79,31,0,0,Alabama,South,,,,19409404,112161,317985,2687
12/2/2021,AL,11/25/2021,"Nov 25, 2021",25-Nov-21,21-Dec,12/1/2021,846306,2100,1172,16140,41,38,0,0,Alabama,South,,,,19534646,120669,320674,2689
12/9/2021,AL,12/2/2021,"Dec 2, 2021",2-Dec-21,21-Dec,12/8/2021,850098,3792,1692,16201,61,20,0,0,Alabama,South,,,,19657618,125242,322833,2159
12/16/2021,AL,12/9/2021,"Dec 9, 2021",9-Dec-21,21-Dec,12/15/2021,854884,4786,994,16303,102,41,0,0,Alabama,South,,,,19836534,122972,325272,2439
12/23/2021,AL,12/16/2021,"Dec 16, 2021",16-Dec-21,21-Dec,12/22/2021,861110,6226,1440,16378,75,27,0,0,Alabama,South,,,,20017299,178916,327603,2331
12/30/2021,AL,12/23/2021,"Dec 23, 2021",23-Dec-21,21-Dec,12/29/2021,880307,19197,12971,16453,75,0,0,0,Alabama,South,,,,20325209,180765,331900,4297
1/6/2022,AL,12/30/2021,"Dec 30, 2021",30-Dec-21,22-Jan,1/5/2022,932250,51943,32746,16502,49,26,0,0,Alabama,South,,,,21018815,307910,335484,3584
1/13/2022,AL,1/6/2022,"Jan 6, 2022",6-Jan-22,22-Jan,1/12/2022,1004622,72372,20429,16640,138,89,0,0,Alabama,South,,,,22665158,693606,338048,2564
1/20/2022,AL,1/13/2022,"Jan 13, 2022",13-Jan-22,22-Jan,1/19/2022,1088370,83748,11376,16756,116,22,0,0,Alabama,South,,,,24547365,1646343,341544,3496
1/27/2022,AL,1/20/2022,"Jan 20, 2022",20-Jan-22,22-Jan,1/26/2022,1161930,73560,10188,16914,158,42,0,0,Alabama,South,,,,26646985,1882207,345881,4337
2/3/2022,AL,1/27/2022,"Jan 27, 2022",27-Jan-22,22-Feb,2/2/2022,1229300,67370,6190,17215,301,143,0,0,Alabama,South,,,,28435164,2099620,351804,5923
2/10/2022,AL,2/3/2022,"Feb 3, 2022",3-Feb-22,22-Feb,2/9/2022,1254032,24732,42638,17452,237,64,0,0,Alabama,South,,,,29565317,1788179,358994,7190
2/17/2022,AL,2/10/2022,"Feb 10, 2022",10-Feb-22,22-Feb,2/16/2022,1267908,13876,10856,17748,296,59,0,0,Alabama,South,,,,30222703,1130153,366498,7504
2/24/2022,AL,2/17/2022,"Feb 17, 2022",17-Feb-22,22-Feb,2/23/2022,1275357,7449,6427,18006,258,38,0,0,Alabama,South,,,,30605205,657386,373939,7441
3/3/2022,AL,2/24/2022,"Feb 24, 2022",24-Feb-22,22-Mar,3/2/2022,1281606,6249,1200,18334,328,70,0,0,Alabama,South,,,,30823916,382502,380083,6144
3/10/2022,AL,3/3/2022,"Mar 3, 2022",3-Mar-22,22-Mar,3/9/2022,1287823,6217,32,18694,360,32,0,0,Alabama,South,,,,30962318,218711,385293,5210
3/17/2022,AL,3/10/2022,"Mar 10, 2022",10-Mar-22,22-Mar,3/16/2022,1290138,2315,3902,18944,250,110,0,0,Alabama,South,,,,31053274,138402,389763,4470
3/24/2022,AL,3/17/2022,"Mar 17, 2022",17-Mar-22,22-Mar,3/23/2022,1291927,1789,526,19167,223,27,0,0,Alabama,South,,,,31126540,90956,394170,4407
3/31/2022,AL,3/24/2022,"Mar 24, 2022",24-Mar-22,22-Mar,3/30/2022,1295015,3088,1299,19284,117,106,0,0,Alabama,South,,,,31197170,73266,396674,2504
4/7/2022,AL,3/31/2022,"Mar 31, 2022",31-Mar-22,22-Apr,4/6/2022,1296286,1271,1817,19370,86,31,0,0,Alabama,South,,,,31266317,70630,398800,2126
4/14/2022,AL,4/7/2022,"Apr 7, 2022",7-Apr-22,22-Apr,4/13/2022,1297392,1106,165,19440,70,16,0,0,Alabama,South,,,,31326278,69147,400548,1748
4/21/2022,AL,4/14/2022,"Apr 14, 2022",14-Apr-22,22-Apr,4/20/2022,1298637,1245,139,19523,83,13,0,0,Alabama,South,,,,31389477,59961,401961,1413
4/28/2022,AL,4/21/2022,"Apr 21, 2022",21-Apr-22,22-Apr,4/27/2022,1300274,1637,392,19558,35,48,0,0,Alabama,South,,,,31460765,63199,403008,1047
5/5/2022,AL,4/28/2022,"Apr 28, 2022",28-Apr-22,22-May,5/4/2022,1301804,1530,107,19590,32,3,0,0,Alabama,South,,,,31548600,71288,404198,1190
5/12/2022,AL,5/5/2022,"May 5, 2022",5-May-22,22-May,5/11/2022,1303827,2023,493,19606,16,16,0,0,Alabama,South,,,,31656730,87835,405155,957
5/19/2022,AL,5/12/2022,"May 12, 2022",12-May-22,22-May,5/18/2022,1306662,2835,812,19633,27,11,0,0,Alabama,South,,,,31799830,108130,405949,794
5/26/2022,AL,5/19/2022,"May 19, 2022",19-May-22,22-May,5/25/2022,1310521,3859,1024,19651,18,9,0,0,Alabama,South,,,,31983903,143100,406589,640
6/2/2022,AL,5/26/2022,"May 26, 2022",26-May-22,22-Jun,6/1/2022,1315934,5413,1554,19664,13,5,0,0,Alabama,South,,,,32211918,184073,407320,731
6/9/2022,AL,6/2/2022,"Jun 2, 2022",2-Jun-22,22-Jun,6/8/2022,1322957,7023,1610,19676,12,1,0,0,Alabama,South,,,,32447978,228015,407832,512
6/16/2022,AL,6/9/2022,"Jun 9, 2022",9-Jun-22,22-Jun,6/15/2022,1331452,8495,1472,19696,20,8,0,0,Alabama,South,,,,32711357,236060,408453,621
6/23/2022,AL,6/16/2022,"Jun 16, 2022",16-Jun-22,22-Jun,6/22/2022,1342150,10698,2203,19722,26,6,0,0,Alabama,South,,,,32976417,263379,409219,766
6/30/2022,AL,6/23/2022,"Jun 23, 2022",23-Jun-22,22-Jun,6/29/2022,1355340,13190,2492,19740,18,8,0,0,Alabama,South,,,,33249069,265060,409925,706
7/7/2022,AL,6/30/2022,"Jun 30, 2022",30-Jun-22,22-Jul,7/6/2022,1367570,12230,960,19766,26,8,0,0,Alabama,South,,,,33551412,272652,411018,1093
7/14/2022,AL,7/7/2022,"Jul 7, 2022",7-Jul-22,22-Jul,7/13/2022,1384836,17266,5036,19812,46,20,0,0,Alabama,South,,,,33868979,302343,412005,987
